Category	Topic / Chapter	Lecture # in Topic	Lecture Title	Current YouTube URL	Current Playlist URL(s)	MyNotes URL	MyNotes_old URL	JEE Syllabus Unit	JEE Syllabus Unit Name	Syllabus Mapping Confidence	Source Plan Status	Recommended Primary Source	Recommended Source URL	Source Plan Notes	
Organic Chemistry	Biomolecules	10	Dipole structure of amino acids	https://youtu.be/hQ7vFEEjMw4	https://www.youtube.com/playlist?list=PLF_7kfnwLFCHzAKa-IGFTkzNKWgHWaqe5	03_organic_chem_lectures/11_biomolecules/10_dipole_structure_of_amino_acids.html		Unit 19	Biomolecules	High	Update to JEE Wallah	BIOMOLECULES in One Shot: All Concepts & PYQs Covered	https://www.youtube.com/watch?v=8hUpNyPrWaM	Use JEE Wallah one-shot candidate for Unit 19; verify exact version before locking.	
Organic Chemistry	Biomolecules	11	Formation and chemical reactions of amino acids | peptides	https://youtu.be/sLrzSwUgNx0	https://www.youtube.com/playlist?list=PLF_7kfnwLFCHzAKa-IGFTkzNKWgHWaqe5	03_organic_chem_lectures/11_biomolecules/11_formation_and_chemical_reactions_of_amino_acids_peptides.html		Unit 19	Biomolecules	High	Update to JEE Wallah	BIOMOLECULES in One Shot: All Concepts & PYQs Covered	https://www.youtube.com/watch?v=8hUpNyPrWaM	Use JEE Wallah one-shot candidate for Unit 19; verify exact version before locking.	
Organic Chemistry	Biomolecules	12	Proteins | nucleic acids | chemical structure of DNA, RNA	https://youtu.be/54QBO2UEgNU	https://www.youtube.com/playlist?list=PLF_7kfnwLFCHzAKa-IGFTkzNKWgHWaqe5	03_organic_chem_lectures/11_biomolecules/12_proteins_nucleic_acids_chemical_structure_of_dna_rna.html		Unit 19	Biomolecules	High	Update to JEE Wallah	BIOMOLECULES in One Shot: All Concepts & PYQs Covered	https://www.youtube.com/watch?v=8hUpNyPrWaM	Use JEE Wallah one-shot candidate for Unit 19; verify exact version before locking.	
Practical Chemistry	Principles related to practical chemistry : qualitative analysis	1	Introduction of Qualitative Analysis	https://youtu.be/0QXlDP5RQ_4	https://www.youtube.com/playlist?list=PL_A4M5IAkMacB98GRxBk6Fs96_WwbyQdS	04_practical_chemistry_lectures/01_qualitative_analysis/01_introduction_of_qualitative_analysis.html		Unit 20	Principles Related to Practical Chemistry	Partial	Partially update to JEE Wallah	SALT ANALYSIS in One Shot: All Concepts & PYQs Covered	https://www.youtube.com/watch?v=8rRnn4ECwXI	Only clearly covers salt analysis part of Unit 20. Practical preparations/titrations/experiments still need source check.	
Practical Chemistry	Principles related to practical chemistry : qualitative analysis	2	Dry Heating Test	https://youtu.be/0PfPzZbaO9I	https://www.youtube.com/playlist?list=PL_A4M5IAkMacB98GRxBk6Fs96_WwbyQdS	04_practical_chemistry_lectures/01_qualitative_analysis/02_dry_heating_test.html		Unit 20	Principles Related to Practical Chemistry	Partial	Partially update to JEE Wallah	SALT ANALYSIS in One Shot: All Concepts & PYQs Covered	https://www.youtube.com/watch?v=8rRnn4ECwXI	Only clearly covers salt analysis part of Unit 20. Practical preparations/titrations/experiments still need source check.	
Practical Chemistry	Principles related to practical chemistry : qualitative analysis	3	Charcoal Cavity Test	https://youtu.be/ipKhWSGDxlM	https://www.youtube.com/playlist?list=PL_A4M5IAkMacB98GRxBk6Fs96_WwbyQdS	04_practical_chemistry_lectures/01_qualitative_analysis/03_charcoal_cavity_test.html		Unit 20	Principles Related to Practical Chemistry	Partial	Partially update to JEE Wallah	SALT ANALYSIS in One Shot: All Concepts & PYQs Covered	https://www.youtube.com/watch?v=8rRnn4ECwXI	Only clearly covers salt analysis part of Unit 20. Practical preparations/titrations/experiments still need source check.	
Practical Chemistry	Principles related to practical chemistry : qualitative analysis	4	Borax Bead Test	https://youtu.be/imrJh4vefpE	https://www.youtube.com/playlist?list=PL_A4M5IAkMacB98GRxBk6Fs96_WwbyQdS	04_practical_chemistry_lectures/01_qualitative_analysis/04_borax_bead_test.html		Unit 20	Principles Related to Practical Chemistry	Partial	Partially update to JEE Wallah	SALT ANALYSIS in One Shot: All Concepts & PYQs Covered	https://www.youtube.com/watch?v=8rRnn4ECwXI	Only clearly covers salt analysis part of Unit 20. Practical preparations/titrations/experiments still need source check.	
Practical Chemistry	Principles related to practical chemistry : qualitative analysis	5	Salt Analysis | Solubility of Salts in Water	https://youtu.be/SxmiAYI5zO8	https://www.youtube.com/playlist?list=PL_A4M5IAkMacB98GRxBk6Fs96_WwbyQdS	04_practical_chemistry_lectures/01_qualitative_analysis/05_salt_analysis_solubility_of_salts_in_water.html		Unit 20	Principles Related to Practical Chemistry	Partial	Partially update to JEE Wallah	SALT ANALYSIS in One Shot: All Concepts & PYQs Covered	https://www.youtube.com/watch?v=8rRnn4ECwXI	Only clearly covers salt analysis part of Unit 20. Practical preparations/titrations/experiments still need source check.	
Practical Chemistry	Principles related to practical chemistry : qualitative analysis	6	Sodium Carbonate Extract | Phenolphthalein Test	https://youtu.be/xtD_doWHGY0	https://www.youtube.com/playlist?list=PL_A4M5IAkMacB98GRxBk6Fs96_WwbyQdS	04_practical_chemistry_lectures/01_qualitative_analysis/06_sodium_carbonate_extract_phenolphthalein_test.html		Unit 20	Principles Related to Practical Chemistry	Partial	Partially update to JEE Wallah	SALT ANALYSIS in One Shot: All Concepts & PYQs Covered	https://www.youtube.com/watch?v=8rRnn4ECwXI	Only clearly covers salt analysis part of Unit 20. Practical preparations/titrations/experiments still need source check.	
Practical Chemistry	Principles related to practical chemistry : qualitative analysis	7	Sulphite Ion	https://youtu.be/Zv6XphkBIS8	https://www.youtube.com/playlist?list=PL_A4M5IAkMacB98GRxBk6Fs96_WwbyQdS	04_practical_chemistry_lectures/01_qualitative_analysis/07_sulphite_ion.html		Unit 20	Principles Related to Practical Chemistry	Partial	Partially update to JEE Wallah	SALT ANALYSIS in One Shot: All Concepts & PYQs Covered	https://www.youtube.com/watch?v=8rRnn4ECwXI	Only clearly covers salt analysis part of Unit 20. Practical preparations/titrations/experiments still need source check.	
Practical Chemistry	Principles related to practical chemistry : qualitative analysis	8	Sulphide Ion	https://youtu.be/vGpeBK2WlB8	https://www.youtube.com/playlist?list=PL_A4M5IAkMacB98GRxBk6Fs96_WwbyQdS	04_practical_chemistry_lectures/01_qualitative_analysis/08_sulphide_ion.html		Unit 20	Principles Related to Practical Chemistry	Partial	Partially update to JEE Wallah	SALT ANALYSIS in One Shot: All Concepts & PYQs Covered	https://www.youtube.com/watch?v=8rRnn4ECwXI	Only clearly covers salt analysis part of Unit 20. Practical preparations/titrations/experiments still need source check.	
Practical Chemistry	Principles related to practical chemistry : qualitative analysis	9	Nitrite Ion	https://youtu.be/HdEaBPC5kkg	https://www.youtube.com/playlist?list=PL_A4M5IAkMacB98GRxBk6Fs96_WwbyQdS	04_practical_chemistry_lectures/01_qualitative_analysis/09_nitrite_ion.html		Unit 20	Principles Related to Practical Chemistry	Partial	Partially update to JEE Wallah	SALT ANALYSIS in One Shot: All Concepts & PYQs Covered	https://www.youtube.com/watch?v=8rRnn4ECwXI	Only clearly covers salt analysis part of Unit 20. Practical preparations/titrations/experiments still need source check.	
Practical Chemistry	Principles related to practical chemistry : qualitative analysis	10	Acetate Ion | Thiosulphate Ion	https://youtu.be/NA6LS387-NM	https://www.youtube.com/playlist?list=PL_A4M5IAkMacB98GRxBk6Fs96_WwbyQdS	04_practical_chemistry_lectures/01_qualitative_analysis/10_acetate_ion_thiosulphate_ion.html		Unit 20	Principles Related to Practical Chemistry	Partial	Partially update to JEE Wallah	SALT ANALYSIS in One Shot: All Concepts & PYQs Covered	https://www.youtube.com/watch?v=8rRnn4ECwXI	Only clearly covers salt analysis part of Unit 20. Practical preparations/titrations/experiments still need source check.	
Practical Chemistry	Principles related to practical chemistry : qualitative analysis	11	Chloride, Bromide, Iodide (1/2)	https://youtu.be/jLhg9v-OHkQ	https://www.youtube.com/playlist?list=PL_A4M5IAkMacB98GRxBk6Fs96_WwbyQdS	04_practical_chemistry_lectures/01_qualitative_analysis/11_chloride_bromide_iodide_1.html		Unit 20	Principles Related to Practical Chemistry	Partial	Partially update to JEE Wallah	SALT ANALYSIS in One Shot: All Concepts & PYQs Covered	https://www.youtube.com/watch?v=8rRnn4ECwXI	Only clearly covers salt analysis part of Unit 20. Practical preparations/titrations/experiments still need source check.	
Practical Chemistry	Principles related to practical chemistry : qualitative analysis	12	Chloride, Bromide, Iodide (2/2)	https://youtu.be/rbgjPUFlgD8	https://www.youtube.com/playlist?list=PL_A4M5IAkMacB98GRxBk6Fs96_WwbyQdS	04_practical_chemistry_lectures/01_qualitative_analysis/12_chloride_bromide_iodide_2.html		Unit 20	Principles Related to Practical Chemistry	Partial	Partially update to JEE Wallah	SALT ANALYSIS in One Shot: All Concepts & PYQs Covered	https://www.youtube.com/watch?v=8rRnn4ECwXI	Only clearly covers salt analysis part of Unit 20. Practical preparations/titrations/experiments still need source check.	
Practical Chemistry	Principles related to practical chemistry : qualitative analysis	13	Anions | Iodide Ion	https://youtu.be/F4jEaGY7W1E	https://www.youtube.com/playlist?list=PL_A4M5IAkMacB98GRxBk6Fs96_WwbyQdS	04_practical_chemistry_lectures/01_qualitative_analysis/13_anions_iodide_ion.html		Unit 20	Principles Related to Practical Chemistry	Partial	Partially update to JEE Wallah	SALT ANALYSIS in One Shot: All Concepts & PYQs Covered	https://www.youtube.com/watch?v=8rRnn4ECwXI	Only clearly covers salt analysis part of Unit 20. Practical preparations/titrations/experiments still need source check.	
Practical Chemistry	Principles related to practical chemistry : qualitative analysis	14	Anions | Nitrate Ion	https://youtu.be/UGbDr79v1E0	https://www.youtube.com/playlist?list=PL_A4M5IAkMacB98GRxBk6Fs96_WwbyQdS	04_practical_chemistry_lectures/01_qualitative_analysis/14_anions_nitrate_ion.html		Unit 20	Principles Related to Practical Chemistry	Partial	Partially update to JEE Wallah	SALT ANALYSIS in One Shot: All Concepts & PYQs Covered	https://www.youtube.com/watch?v=8rRnn4ECwXI	Only clearly covers salt analysis part of Unit 20. Practical preparations/titrations/experiments still need source check.	
Practical Chemistry	Principles related to practical chemistry : qualitative analysis	15	Oxalate Ion | Sulphate Ion	https://youtu.be/DpNvSG0dDJs	https://www.youtube.com/playlist?list=PL_A4M5IAkMacB98GRxBk6Fs96_WwbyQdS	04_practical_chemistry_lectures/15_oxalate_ion_sulphate_ion.html		Unit 20	Principles Related to Practical Chemistry	Partial	Partially update to JEE Wallah	SALT ANALYSIS in One Shot: All Concepts & PYQs Covered	https://www.youtube.com/watch?v=8rRnn4ECwXI	Only clearly covers salt analysis part of Unit 20. Practical preparations/titrations/experiments still need source check.	
Practical Chemistry	Principles related to practical chemistry : qualitative analysis	16	Phosphate Ion | Borate Ion	https://youtu.be/p7SMkHKyAKI	https://www.youtube.com/playlist?list=PL_A4M5IAkMacB98GRxBk6Fs96_WwbyQdS	04_practical_chemistry_lectures/16_phosphate_ion_borate_ion.html		Unit 20	Principles Related to Practical Chemistry	Partial	Partially update to JEE Wallah	SALT ANALYSIS in One Shot: All Concepts & PYQs Covered	https://www.youtube.com/watch?v=8rRnn4ECwXI	Only clearly covers salt analysis part of Unit 20. Practical preparations/titrations/experiments still need source check.	
															
